vdd	water_volt	water_adc	waterTemp	water_R	DirectADC	DirectVolt	
4.87	0.00	52	0.00	0.00	1023	4.87	
4.85	0.00	51	0.00	0.00	1023	4.85	
4.85	0.00	51	0.00	0.00	1023	4.85	
4.85	0.00	50	0.00	0.00	1023	4.85	
4.85	0.00	50	0.00	0.00	1023	4.85	
4.85	0.00	50	0.00	0.00	1023	4.85	
4.85	0.00	50	0.00	0.00	1023	4.85	
4.85	0.00	50	0.00	0.00	1023	4.84	
4.84	0.00	49	0.00	0.00	1023	4.84	
4.84	0.00	50	0.00	0.00	1023	4.84	
4.84	0.00	50	0.00	0.00	1023	4.84	
4.84	0.00	50	0.00	0.00	1023	4.84	
4.83	0.00	49	0.00	0.00	1023	4.83	
4.83	0.00	49	0.00	0.00	1023	4.83	
4.83	0.00	49	0.00	0.00	1021	4.82	
4.83	0.00	49	0.00	0.00	1023	4.82	
4.82	0.00	48	0.00	0.00	1023	4.82	
4.82	0.00	48	0.00	0.00	1023	4.82	
4.81	0.00	48	0.00	0.00	1023	4.81	
4.81	0.00	47	0.00	0.00	1023	4.81	
4.81	0.00	48	0.00	0.00	1023	4.81	
4.81	0.00	47	0.00	0.00	1023	4.81	
4.81	0.00	48	0.00	0.00	1023	4.81	
4.81	0.00	48	0.00	0.00	1023	4.81	
4.81	0.00	48	0.00	0.00	1023	4.81	
4.81	0.00	48	0.00	0.00	1023	4.81	
4.81	0.00	47	0.00	0.00	1023	4.80	
4.80	0.00	47	0.00	0.00	1023	4.80	
4.80	0.00	46	0.00	0.00	1023	4.79	
4.79	0.00	46	0.00	0.00	1023	4.79	
4.79	0.00	46	0.00	0.00	1023	4.79	
4.79	0.00	46	0.00	0.00	1023	4.79	
4.79	0.00	46	0.00	0.00	1023	4.79	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	45	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.78	0.00	45	0.00	0.00	1023	4.78	
4.78	0.00	46	0.00	0.00	1023	4.78	
4.77	0.00	45	0.00	0.00	1023	4.77	
4.77	0.00	45	0.00	0.00	1023	4.77	
4.77	0.00	45	0.00	0.00	1023	4.77	
4.77	0.00	45	0.00	0.00	1023	4.77	
4.76	0.00	44	0.00	0.00	1023	4.76	
4.76	0.00	44	0.00	0.00	1023	4.76	
4.76	0.00	44	0.00	0.00	1023	4.76	
4.76	0.00	44	0.00	0.00	1023	4.76	
4.74	0.00	44	0.00	0.00	1023	4.74	
4.74	0.00	44	0.00	0.00	1023	4.74	
4.74	0.00	44	0.00	0.00	1023	4.74	
4.74	0.00	44	0.00	0.00	1023	4.74	
4.74	0.00	44	0.00	0.00	1023	4.74	
4.74	0.00	44	0.00	0.00	1023	4.74	
4.73	0.00	43	0.00	0.00	1023	4.73	
4.73	0.00	43	0.00	0.00	1023	4.73	
4.73	0.00	43	0.00	0.00	1023	4.73	
4.73	0.00	43	0.00	0.00	1023	4.73	
4.73	0.00	43	0.00	0.00	1023	4.73	
4.73	0.00	42	0.00	0.00	1023	4.73	
4.72	0.00	42	0.00	0.00	1023	4.73	
4.73	0.00	42	0.00	0.00	1023	4.73	
4.73	0.00	42	0.00	0.00	1022	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	41	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	41	0.00	0.00	1023	4.72	
4.72	0.00	41	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.72	0.00	42	0.00	0.00	1023	4.72	
4.71	0.00	41	0.00	0.00	1023	4.71	
4.71	0.00	41	0.00	0.00	1023	4.71	
4.70	0.00	40	0.00	0.00	1023	4.70	
4.70	0.00	40	0.00	0.00	1023	4.70	
4.70	0.00	40	0.00	0.00	1022	4.69	
4.69	0.00	40	0.00	0.00	1023	4.69	
4.69	0.00	40	0.00	0.00	1023	4.68	
4.68	0.00	39	0.00	0.00	1023	4.68	
4.68	0.00	39	0.00	0.00	1023	4.68	
4.68	0.00	39	0.00	0.00	1023	4.68	
4.68	0.00	39	0.00	0.00	1023	4.68	
4.67	0.00	38	0.00	0.00	1023	4.67	
4.67	0.00	38	0.00	0.00	1023	4.67	
4.67	0.00	37	0.00	0.00	1023	4.66	
4.66	0.00	37	0.00	0.00	1023	4.66	
4.66	0.00	37	0.00	0.00	1023	4.66	
4.66	0.00	37	0.00	0.00	1023	4.66	
4.65	0.00	37	0.00	0.00	1023	4.65	
4.65	0.00	37	0.00	0.00	1023	4.65	
4.65	0.00	37	0.00	0.00	1023	4.65	
4.65	0.00	37	0.00	0.00	1023	4.65	
4.65	0.00	37	0.00	0.00	1023	4.65	
4.64	0.00	36	0.00	0.00	1023	4.64	
4.64	0.00	36	0.00	0.00	1023	4.64	
4.64	0.00	36	0.00	0.00	1023	4.64	
4.64	0.00	36	0.00	0.00	1023	4.64	
4.63	0.00	36	0.00	0.00	1023	4.63	
4.63	0.00	35	0.00	0.00	1021	4.62	
4.62	0.00	35	0.00	0.00	1023	4.62	
4.62	0.00	35	0.00	0.00	1023	4.62	
4.62	0.00	35	0.00	0.00	1023	4.62	
4.62	0.00	35	0.00	0.00	1023	4.62	
4.62	0.00	34	0.00	0.00	1023	4.61	
4.61	0.00	34	0.00	0.00	1023	4.61	
4.61	0.00	33	0.00	0.00	1023	4.61	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.60	0.00	33	0.00	0.00	1023	4.60	
4.59	0.00	33	0.00	0.00	1023	4.59	
4.59	0.00	33	0.00	0.00	1023	4.59	
4.58	0.00	32	0.00	0.00	1023	4.58	
4.58	0.00	32	0.00	0.00	1023	4.58	
4.58	0.00	32	0.00	0.00	1023	4.58	
4.58	0.00	32	0.00	0.00	1023	4.58	
4.58	0.00	32	0.00	0.00	1023	4.57	
4.57	0.00	31	0.00	0.00	1023	4.57	
4.57	0.00	31	0.00	0.00	1023	4.56	
4.56	0.00	31	0.00	0.00	1023	4.56	
4.56	0.00	31	0.00	0.00	1023	4.56	
4.55	0.00	30	0.00	0.00	1023	4.55	
4.55	0.00	30	0.00	0.00	1023	4.55	
4.55	0.00	29	0.00	0.00	1023	4.54	
4.54	0.00	29	0.00	0.00	1021	4.53	
4.54	0.00	29	0.00	0.00	1023	4.53	
4.53	0.00	28	0.00	0.00	1023	4.53	
4.53	0.00	29	0.00	0.00	1023	4.53	
4.53	0.00	29	0.00	0.00	1023	4.53	
4.53	0.00	29	0.00	0.00	1023	4.53	
4.53	0.00	29	0.00	0.00	1023	4.53	
4.53	0.00	29	0.00	0.00	1023	4.53	
4.52	0.00	28	0.00	0.00	1023	4.52	
4.52	0.00	28	0.00	0.00	1023	4.52	
4.52	0.00	28	0.00	0.00	1023	4.52	
4.52	0.00	28	0.00	0.00	1023	4.52	
4.51	0.00	28	0.00	0.00	1023	4.51	
4.51	0.00	27	0.00	0.00	1023	4.51	
4.50	0.00	27	0.00	0.00	1023	4.50	
4.50	0.00	27	0.00	0.00	1021	4.49	
4.50	0.00	27	0.00	0.00	1023	4.50	
4.50	0.00	27	0.00	0.00	1023	4.50	
4.50	0.00	27	0.00	0.00	1023	4.49	
4.49	0.00	26	0.00	0.00	1023	4.49	
4.49	0.00	26	0.00	0.00	1023	4.49	
4.49	0.00	26	0.00	0.00	1023	4.49	
4.49	0.00	25	0.00	0.00	1023	4.48	
4.48	0.00	25	0.00	0.00	1023	4.48	
4.48	0.00	26	0.00	0.00	1023	4.48	
4.47	0.00	25	0.00	0.00	1023	4.47	
4.47	0.00	25	0.00	0.00	1023	4.47	
4.47	0.00	25	0.00	0.00	1023	4.47	
4.47	0.00	25	0.00	0.00	1023	4.47	
4.47	0.00	25	0.00	0.00	1023	4.47	
4.47	0.00	25	0.00	0.00	1023	4.47	
4.46	0.00	24	0.00	0.00	1023	4.46	
4.46	0.00	24	0.00	0.00	1023	4.46	
4.46	0.00	24	0.00	0.00	1023	4.46	
4.46	0.00	24	0.00	0.00	1023	4.46	
4.45	0.00	23	0.00	0.00	1023	4.45	
4.45	0.00	23	0.00	0.00	1023	4.45	
4.45	0.00	23	0.00	0.00	1023	4.45	
4.45	0.00	23	0.00	0.00	1023	4.45	
4.45	0.00	23	0.00	0.00	1023	4.44	
4.44	0.00	23	0.00	0.00	1023	4.44	
4.44	0.00	23	0.00	0.00	1023	4.44	
4.44	0.00	23	0.00	0.00	1023	4.44	
4.44	0.00	23	0.00	0.00	1023	4.44	
4.43	0.00	22	0.00	0.00	1023	4.43	
4.43	0.00	22	0.00	0.00	1023	4.43	
4.43	0.00	22	0.00	0.00	1023	4.43	
4.43	0.00	22	0.00	0.00	1023	4.43	
4.42	0.00	22	0.00	0.00	1023	4.42	
4.42	0.00	22	0.00	0.00	1023	4.42	
4.42	0.00	22	0.00	0.00	1023	4.42	
4.42	0.00	22	0.00	0.00	1023	4.42	
4.42	0.00	22	0.00	0.00	1023	4.42	
4.42	0.00	22	0.00	0.00	1023	4.42	
4.42	0.00	21	0.00	0.00	1023	4.42	
4.42	0.00	21	0.00	0.00	1023	4.42	
4.42	0.00	21	0.00	0.00	1023	4.42	
4.42	0.00	21	0.00	0.00	1023	4.42	
4.42	0.00	21	0.00	0.00	1023	4.42	
4.41	0.00	20	0.00	0.00	1023	4.41	
4.41	0.00	20	0.00	0.00	1023	4.41	
4.41	0.00	20	0.00	0.00	1023	4.41	
4.41	0.00	20	0.00	0.00	1021	4.40	
4.39	0.00	20	0.00	0.00	1023	4.40	
4.39	0.00	20	0.00	0.00	1023	4.40	
4.40	0.00	20	0.00	0.00	1023	4.40	
4.39	0.00	20	0.00	0.00	1023	4.40	
