vdd	vair_f	air_adc	AirTemp	therm_resistance	AirDirectADC    AirDirectVolt
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.87	5.61	0	-273.35	-361840.43	1000	4.76
4.85	5.59	0	-273.35	-361580.28	945	4.48
4.85	5.59	0	-273.35	-361580.28	945	4.48
4.85	5.59	0	-273.35	-361580.28	853	4.05
4.85	5.59	0	-273.35	-361580.28	853	4.05
4.87	5.61	0	-273.35	-361840.43	851	4.05
4.87	5.61	0	-273.35	-361840.43	851	4.05
4.87	5.61	0	-273.35	-361840.43	856	4.07
4.87	5.61	0	-273.35	-361840.43	858	4.08
4.87	5.61	0	-273.35	-361840.43	858	4.08
4.87	5.61	0	-273.35	-361840.43	854	4.06
4.87	5.61	0	-273.35	-361840.43	854	4.06
4.87	5.61	0	-273.35	-361840.43	817	3.89
4.87	5.61	0	-273.35	-361840.43	776	3.69
4.87	5.61	0	-273.35	-361840.43	776	3.69
4.87	5.50	29	-273.35	-353852.34	705	3.35
4.87	5.50	29	-273.35	-353852.34	705	3.35
4.85	5.09	142	-273.35	-319277.15	612	2.90
4.85	4.72	249	-273.35	-281512.09	535	2.54
4.85	4.72	249	-273.35	-281512.09	535	2.54
4.85	4.41	336	-273.35	-246081.50	479	2.27
4.85	4.41	336	-273.35	-246081.50	479	2.27
4.85	4.28	374	-273.35	-229024.12	454	2.15
4.85	4.28	375	-273.35	-228560.93	452	2.14
4.85	4.28	375	-273.35	-228560.93	452	2.14
4.85	4.28	375	-273.35	-228560.93	452	2.14
4.85	4.28	375	-273.35	-228560.93	452	2.14
4.85	4.28	375	-273.35	-228560.93	452	2.14
4.85	4.27	376	-273.35	-228096.93	452	2.14
4.85	4.27	376	-273.35	-228096.93	452	2.14
4.85	4.27	377	-273.35	-227632.25	452	2.14
4.85	4.27	377	-273.35	-227632.25	452	2.14
4.84	4.25	377	-273.35	-226779.06	448	2.12
4.84	4.12	416	-273.35	-207938.62	426	2.02
4.84	4.12	416	-273.35	-207938.62	426	2.02
4.83	3.57	569	-273.35	-118656.00	324	1.53
4.83	3.04	719	-273.35	-1857.31	226	1.07
4.83	3.04	719	-273.35	-1857.31	226	1.07
4.83	2.91	755	32.75	32436.50	135	0.64
4.83	2.91	755	32.75	32436.50	135	0.64
4.84	2.93	754	35.40	28783.81	88	0.42
4.84	2.93	754	35.40	28783.81	88	0.42
4.83	2.92	754	33.43	31443.94	28	0.13
4.83	2.92	754	33.43	31443.94	0	0.00
4.83	2.92	754	33.43	31443.94	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.83	2.92	754	33.43	31443.94	53	0.25
4.83	2.92	754	33.43	31443.94	53	0.25
4.83	2.92	754	33.43	31443.94	77	0.36
4.83	2.92	754	33.43	31443.94	77	0.36
4.83	2.92	754	33.43	31443.94	125	0.59
4.83	2.92	754	33.43	31443.94	125	0.59
4.83	2.92	754	33.43	31443.94	149	0.70
4.83	2.92	754	33.43	31443.94	149	0.70
4.83	2.92	754	33.43	31443.94	178	0.84
4.83	2.92	754	33.43	31443.94	194	0.92
4.83	2.92	754	33.43	31443.94	194	0.92
4.83	3.13	693	-273.35	-24908.56	244	1.15
4.83	3.13	693	-273.35	-24908.56	244	1.15
4.83	3.40	615	-273.35	-86667.75	296	1.40
4.83	3.53	578	-273.35	-112626.81	318	1.50
4.83	3.53	578	-273.35	-112626.81	318	1.50
4.83	3.54	576	-273.35	-113975.93	315	1.49
4.83	3.54	576	-273.35	-113975.93	315	1.49
4.83	3.54	576	-273.35	-113975.93	319	1.51
4.83	3.54	576	-273.35	-113975.93	321	1.52
4.83	3.54	576	-273.35	-113975.93	321	1.52
4.83	3.60	558	-273.35	-125881.87	332	1.57
4.83	3.60	558	-273.35	-125881.87	332	1.57
4.84	3.94	466	-273.35	-181875.37	392	1.86
4.84	4.09	425	-273.35	-203412.06	421	1.99
4.84	4.09	425	-273.35	-203412.06	421	1.99
4.85	4.28	373	-273.35	-229486.56	451	2.14
4.85	4.28	373	-273.35	-229486.56	451	2.14
4.85	4.50	311	-273.35	-256753.56	494	2.34
4.85	4.82	220	-273.35	-292327.34	556	2.64
4.85	4.82	220	-273.35	-292327.34	556	2.64
4.85	5.03	160	-273.35	-313317.65	599	2.84
4.85	5.05	155	-273.35	-314988.00	604	2.87
4.85	5.05	155	-273.35	-314988.00	604	2.87
4.85	5.05	155	-273.35	-314988.00	605	2.87
4.85	5.05	155	-273.35	-314988.00	605	2.87
4.85	5.04	156	-273.35	-314654.84	603	2.86
4.85	5.04	156	-273.35	-314654.84	603	2.86
4.85	5.04	156	-273.35	-314654.84	603	2.86
4.85	5.05	154	-273.35	-315320.65	603	2.86
4.85	5.05	154	-273.35	-315320.65	603	2.86
4.85	5.59	0	-273.35	-361580.28	887	4.21
4.87	5.61	0	-273.35	-361840.43	901	4.29
4.87	5.61	0	-273.35	-361840.43	901	4.29
4.85	5.59	0	-273.35	-361580.28	988	4.69
4.85	5.59	0	-273.35	-361580.28	988	4.69
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.87	5.61	0	-273.35	-361840.43	1023	4.87
4.87	5.61	0	-273.35	-361840.43	1023	4.87
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	970	4.60
4.85	5.59	0	-273.35	-361580.28	970	4.60
4.85	5.59	0	-273.35	-361580.28	929	4.41
4.85	5.59	0	-273.35	-361580.28	929	4.41
4.87	5.61	0	-273.35	-361840.43	908	4.32
4.87	5.61	0	-273.35	-361840.43	908	4.32
4.87	5.61	0	-273.35	-361840.43	831	3.95
4.87	5.61	0	-273.35	-361840.43	745	3.54
4.87	5.61	0	-273.35	-361840.43	745	3.54
4.87	5.51	28	-273.35	-354132.68	704	3.35
4.87	5.51	28	-273.35	-354132.68	704	3.35
4.85	5.16	123	-273.35	-325409.84	626	2.97
4.85	4.98	173	-273.35	-308919.87	592	2.81
4.85	4.98	173	-273.35	-308919.87	592	2.81
4.85	4.99	172	-273.35	-309261.03	589	2.80
4.85	4.99	172	-273.35	-309261.03	589	2.80
4.85	4.98	173	-273.35	-308919.87	592	2.81
4.85	4.99	171	-273.35	-309601.68	591	2.80
4.85	4.99	171	-273.35	-309601.68	591	2.80
4.85	4.99	172	-273.35	-309261.03	591	2.80
4.85	4.99	172	-273.35	-309261.03	591	2.80
4.85	4.99	171	-273.35	-309601.68	591	2.80
4.85	4.99	170	-273.35	-309941.87	588	2.79
4.85	4.99	170	-273.35	-309941.87	588	2.79
4.85	4.52	305	-273.35	-259253.50	497	2.36
4.84	4.25	379	-273.35	-225842.37	449	2.13
4.84	4.25	379	-273.35	-225842.37	449	2.13
4.84	4.06	433	-273.35	-199329.37	413	1.96
4.84	4.06	433	-273.35	-199329.37	413	1.96
4.83	3.76	512	-273.35	-154497.87	359	1.70
4.83	3.43	608	-273.35	-91729.37	298	1.41
4.83	3.43	608	-273.35	-91729.37	298	1.41
4.83	2.92	754	33.43	31443.94	198	0.94
4.83	2.92	754	33.43	31443.94	198	0.94
4.83	2.92	754	33.43	31443.94	131	0.62
4.83	2.92	754	33.43	31443.94	131	0.62
4.83	2.92	754	33.43	31443.94	79	0.37
4.84	2.93	754	35.40	28783.81	2	0.01
4.84	2.93	754	35.40	28783.81	2	0.01
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.83	2.92	754	33.43	31443.94	0	0.00
4.83	2.92	754	33.43	31443.94	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.83	2.92	753	34.14	30453.69	53	0.25
4.83	2.92	753	34.14	30453.69	53	0.25
4.83	2.92	753	34.14	30453.69	101	0.48
4.83	2.92	753	34.14	30453.69	101	0.48
4.83	2.92	754	33.43	31443.94	159	0.75
4.83	2.92	754	33.43	31443.94	159	0.75
4.83	2.92	753	34.14	30453.69	197	0.93
4.83	3.16	684	-273.35	-32578.75	248	1.17
4.83	3.16	684	-273.35	-32578.75	248	1.17
4.83	3.67	540	-273.35	-137378.75	342	1.62
4.83	3.67	540	-273.35	-137378.75	342	1.62
4.84	4.02	445	-273.35	-193098.62	405	1.92
4.85	4.44	328	-273.35	-249542.31	483	2.29
4.85	4.44	328	-273.35	-249542.31	483	2.29
4.85	4.73	245	-273.35	-283031.50	540	2.56
4.85	4.73	245	-273.35	-283031.50	540	2.56
4.85	4.99	171	-273.35	-309601.68	591	2.80
4.85	5.17	120	-273.35	-326363.71	628	2.98
4.85	5.17	120	-273.35	-326363.71	628	2.98
4.85	5.17	120	-273.35	-326363.71	631	2.99
4.85	5.17	120	-273.35	-326363.71	631	2.99
4.85	5.17	121	-273.35	-326046.18	631	2.99
4.85	5.17	121	-273.35	-326046.18	628	2.98
4.85	5.17	121	-273.35	-326046.18	628	2.98
4.85	5.17	121	-273.35	-326046.18	631	2.99
4.85	5.37	64	-273.35	-343484.28	675	3.20
4.85	5.37	64	-273.35	-343484.28	675	3.20
4.85	5.59	0	-273.35	-361580.28	908	4.31
4.85	5.59	0	-273.35	-361580.28	908	4.31
4.87	5.61	0	-273.35	-361840.43	919	4.37
4.87	5.61	0	-273.35	-361840.43	919	4.37
4.85	5.59	0	-273.35	-361580.28	969	4.60
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	958	4.55
4.85	5.59	0	-273.35	-361580.28	958	4.55
4.85	5.59	0	-273.35	-361580.28	837	3.97
4.85	5.59	0	-273.35	-361580.28	837	3.97
4.85	4.88	202	-273.35	-298814.06	570	2.70
4.85	4.77	235	-273.35	-286790.78	547	2.60
4.85	4.77	235	-273.35	-286790.78	547	2.60
4.85	4.58	288	-273.35	-266211.87	510	2.42
4.85	4.58	288	-273.35	-266211.87	510	2.42
4.84	4.16	405	-273.35	-213377.87	430	2.04
4.84	4.21	390	-273.35	-220634.75	443	2.10
4.84	4.21	390	-273.35	-220634.75	443	2.10
4.84	4.21	388	-273.35	-221588.68	442	2.09
4.84	4.22	387	-273.35	-222064.43	442	2.09
4.84	4.22	387	-273.35	-222064.43	442	2.09
4.84	4.22	386	-273.35	-222539.43	443	2.10
4.84	4.22	386	-273.35	-222539.43	443	2.10
4.84	4.22	387	-273.35	-222064.43	447	2.12
4.84	4.21	388	-273.35	-221588.68	444	2.10
4.84	4.21	388	-273.35	-221588.68	444	2.10
4.83	3.59	563	-273.35	-122616.62	329	1.55
4.83	3.59	563	-273.35	-122616.62	329	1.55
4.83	3.39	620	-273.35	-83007.50	291	1.37
4.83	3.07	710	-273.35	-9991.12	232	1.10
4.83	3.07	710	-273.35	-9991.12	232	1.10
4.83	2.92	754	33.43	31443.94	163	0.77
4.83	2.92	754	33.43	31443.94	163	0.77
4.83	2.92	754	33.43	31443.94	78	0.37
4.83	2.92	754	33.43	31443.94	78	0.37
4.83	2.92	754	33.43	31443.94	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.83	2.92	754	33.43	31443.94	0	0.00
4.83	2.92	754	33.43	31443.94	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.84	2.93	754	35.40	28783.81	0	0.00
4.83	2.92	753	34.14	30453.69	29	0.14
4.84	2.94	753	36.18	27802.25	78	0.37
4.84	2.94	753	36.18	27802.25	78	0.37
4.83	2.92	753	34.14	30453.69	130	0.61
4.83	2.92	753	34.14	30453.69	130	0.61
4.83	2.92	753	34.14	30453.69	172	0.81
4.83	2.92	753	34.14	30453.69	172	0.81
4.83	3.32	640	-273.35	-67980.31	280	1.32
4.83	3.78	507	-273.35	-157461.50	367	1.73
4.83	3.78	507	-273.35	-157461.50	367	1.73
4.84	4.22	387	-273.35	-222064.43	445	2.11
4.84	4.22	387	-273.35	-222064.43	445	2.11
4.85	4.60	283	-273.35	-268224.18	514	2.44
4.85	4.86	209	-273.35	-296311.43	564	2.68
4.85	4.86	209	-273.35	-296311.43	564	2.68
4.85	4.96	181	-273.35	-306173.43	586	2.78
4.85	4.96	181	-273.35	-306173.43	586	2.78
4.85	4.96	181	-273.35	-306173.43	585	2.78
4.85	4.95	182	-273.35	-305827.93	583	2.77
4.85	4.95	182	-273.35	-305827.93	583	2.77
4.85	4.95	182	-273.35	-305827.93	586	2.78
4.85	4.95	182	-273.35	-305827.93	586	2.78
4.85	4.95	182	-273.35	-305827.93	583	2.77
4.85	4.95	182	-273.35	-305827.93	585	2.78
4.85	4.95	182	-273.35	-305827.93	585	2.78
4.85	4.96	180	-273.35	-306518.43	586	2.78
4.85	4.96	180	-273.35	-306518.43	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	4.96	179	-273.35	-306862.96	586	2.78
4.85	5.02	164	-273.35	-311973.00	597	2.83
4.85	5.40	53	-273.35	-346701.31	684	3.25
4.85	5.40	53	-273.35	-346701.31	684	3.25
4.87	5.60	2	-273.35	-361298.84	738	3.51
4.87	5.60	2	-273.35	-361298.84	738	3.51
4.87	5.61	0	-273.35	-361840.43	760	3.61
4.87	5.61	0	-273.35	-361840.43	807	3.84
4.87	5.61	0	-273.35	-361840.43	807	3.84
4.85	5.59	0	-273.35	-361580.28	822	3.90
4.85	5.59	0	-273.35	-361580.28	822	3.90
4.87	5.61	0	-273.35	-361840.43	846	4.02
4.87	5.61	0	-273.35	-361840.43	846	4.02
4.85	5.59	0	-273.35	-361580.28	876	4.16
4.85	5.59	0	-273.35	-361580.28	912	4.33
4.85	5.59	0	-273.35	-361580.28	912	4.33
4.85	5.59	0	-273.35	-361580.28	967	4.59
4.85	5.59	0	-273.35	-361580.28	967	4.59
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.85	5.59	0	-273.35	-361580.28	1023	4.85
4.84	5.57	0	-273.35	-361319.87	1023	4.84
4.84	5.57	0	-273.35	-361319.87	1023	4.84
4.84	5.57	0	-273.35	-361319.87	1023	4.84
4.83	5.56	0	-273.35	-361059.12	1023	4.83
4.83	5.56	0	-273.35	-361059.12	1023	4.83
4.83	5.56	0	-273.35	-361059.12	1023	4.83
4.83	5.56	0	-273.35	-361059.12	1023	4.83
4.83	5.56	0	-273.35	-361059.12	1023	4.83
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.82	5.54	0	-273.35	-360798.00	1023	4.82
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	981	4.61
4.81	5.52	0	-273.35	-360536.62	981	4.61
4.81	5.52	0	-273.35	-360536.62	941	4.42
4.81	5.52	0	-273.35	-360536.62	941	4.42
4.81	5.52	0	-273.35	-360536.62	873	4.10
4.81	5.52	0	-273.35	-360536.62	873	4.10
4.81	5.52	0	-273.35	-360536.62	863	4.06
4.81	5.52	0	-273.35	-360536.62	861	4.05
4.81	5.52	0	-273.35	-360536.62	861	4.05
4.81	5.52	0	-273.35	-360536.62	816	3.84
4.81	5.52	0	-273.35	-360536.62	816	3.84
4.81	5.52	0	-273.35	-360536.62	784	3.69
4.81	5.46	19	-273.35	-355243.15	713	3.35
4.81	5.46	19	-273.35	-355243.15	713	3.35
4.81	5.04	137	-273.35	-319243.00	615	2.89
4.81	5.04	137	-273.35	-319243.00	615	2.89
4.81	4.91	176	-273.35	-306012.62	585	2.75
4.81	4.90	177	-273.35	-305663.71	583	2.74
4.81	4.90	177	-273.35	-305663.71	583	2.74
4.81	4.90	177	-273.35	-305663.71	586	2.76
4.81	4.90	177	-273.35	-305663.71	586	2.76
4.81	4.91	176	-273.35	-306012.62	585	2.75
4.81	4.90	177	-273.35	-305663.71	585	2.75
4.81	4.90	177	-273.35	-305663.71	585	2.75
4.81	4.90	177	-273.35	-305663.71	583	2.74
4.81	4.90	177	-273.35	-305663.71	583	2.74
4.81	4.90	177	-273.35	-305663.71	584	2.75
4.81	4.90	178	-273.35	-305314.28	582	2.74
4.81	4.90	178	-273.35	-305314.28	582	2.74
4.81	4.58	270	-273.35	-270882.59	519	2.44
4.81	4.54	282	-273.35	-266031.18	511	2.40
4.81	4.54	282	-273.35	-266031.18	511	2.40
4.81	4.54	282	-273.35	-266031.18	510	2.40
4.81	4.54	282	-273.35	-266031.18	510	2.40
4.81	4.52	288	-273.35	-263571.68	507	2.38
4.81	4.41	318	-273.35	-250922.81	486	2.29
4.81	4.41	318	-273.35	-250922.81	486	2.29
4.80	4.23	364	-273.35	-229482.93	456	2.14
4.80	4.23	364	-273.35	-229482.93	456	2.14
4.79	4.06	410	-273.35	-206177.31	427	2.00
4.79	3.87	463	-273.35	-177968.81	390	1.83
4.79	3.87	463	-273.35	-177968.81	390	1.83
4.79	3.82	479	-273.35	-168914.18	379	1.77
4.79	3.82	479	-273.35	-168914.18	379	1.77
4.79	3.63	531	-273.35	-137559.18	342	1.60
4.79	3.59	543	-273.35	-129872.31	338	1.58
4.79	3.59	543	-273.35	-129872.31	338	1.58
4.79	3.43	588	-273.35	-99371.75	308	1.44
4.79	3.43	588	-273.35	-99371.75	308	1.44
4.79	3.36	608	-273.35	-84899.43	297	1.39
4.79	3.07	692	-273.35	-16910.06	239	1.12
4.79	3.07	692	-273.35	-16910.06	239	1.12
4.79	2.97	722	58.97	10638.81	217	1.02
4.79	2.97	722	58.97	10638.81	217	1.02
4.79	2.88	747	31.00	35131.69	108	0.51
4.79	2.88	746	31.63	34123.44	75	0.35
4.79	2.88	746	31.63	34123.44	75	0.35
4.79	2.88	747	31.00	35131.69	26	0.12
4.79	2.88	747	31.00	35131.69	26	0.12
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	36	0.17
4.79	2.88	746	31.63	34123.44	36	0.17
4.79	2.88	746	31.63	34123.44	122	0.57
4.79	2.88	746	31.63	34123.44	122	0.57
4.79	3.61	537	-273.35	-133738.06	341	1.60
4.79	3.85	470	-273.35	-174039.87	388	1.82
4.79	3.85	470	-273.35	-174039.87	388	1.82
4.80	4.28	350	-273.35	-235952.00	466	2.19
4.80	4.28	350	-273.35	-235952.00	466	2.19
4.81	4.59	267	-273.35	-272081.56	518	2.44
4.81	4.80	207	-273.35	-294959.40	561	2.64
4.81	4.80	207	-273.35	-294959.40	561	2.64
4.81	4.80	208	-273.35	-294594.53	560	2.63
4.81	4.80	208	-273.35	-294594.53	560	2.63
4.81	4.79	209	-273.35	-294229.12	561	2.64
4.81	4.74	223	-273.35	-289056.65	550	2.59
4.81	4.74	223	-273.35	-289056.65	550	2.59
4.81	4.74	223	-273.35	-289056.65	552	2.60
4.81	5.11	119	-273.35	-325110.84	626	2.94
4.81	5.11	119	-273.35	-325110.84	626	2.94
4.81	5.11	117	-273.35	-325753.90	629	2.96
4.81	5.11	117	-273.35	-325753.90	629	2.96
4.81	5.35	49	-273.35	-346617.18	684	3.22
4.81	5.47	15	-273.35	-356368.25	718	3.38
4.81	5.47	15	-273.35	-356368.25	718	3.38
4.81	5.50	7	-273.35	-358601.31	726	3.41
4.81	5.50	7	-273.35	-358601.31	726	3.41
4.81	5.52	0	-273.35	-360536.62	737	3.47
4.81	5.52	0	-273.35	-360536.62	765	3.60
4.81	5.52	0	-273.35	-360536.62	765	3.60
4.81	5.52	0	-273.35	-360536.62	796	3.74
4.81	5.52	0	-273.35	-360536.62	796	3.74
4.81	5.52	0	-273.35	-360536.62	820	3.86
4.81	5.52	0	-273.35	-360536.62	820	3.86
4.81	5.52	0	-273.35	-360536.62	844	3.97
4.81	5.52	0	-273.35	-360536.62	858	4.03
4.81	5.52	0	-273.35	-360536.62	858	4.03
4.81	5.52	0	-273.35	-360536.62	901	4.24
4.81	5.52	0	-273.35	-360536.62	901	4.24
4.81	5.52	0	-273.35	-360536.62	971	4.57
4.81	5.52	0	-273.35	-360536.62	1010	4.75
4.81	5.52	0	-273.35	-360536.62	1010	4.75
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	1023	4.81
4.81	5.52	0	-273.35	-360536.62	962	4.52
4.81	5.52	0	-273.35	-360536.62	962	4.52
4.81	5.52	0	-273.35	-360536.62	822	3.86
4.81	5.52	0	-273.35	-360536.62	789	3.71
4.81	5.52	0	-273.35	-360536.62	789	3.71
4.81	5.52	0	-273.35	-360536.62	758	3.56
4.81	5.52	0	-273.35	-360536.62	758	3.56
4.81	5.51	4	-273.35	-359432.84	731	3.44
4.81	5.51	4	-273.35	-359432.84	731	3.44
4.81	5.38	42	-273.35	-348660.03	692	3.25
4.81	5.10	122	-273.35	-324142.93	625	2.94
4.81	5.10	122	-273.35	-324142.93	625	2.94
4.81	4.71	232	-273.35	-285674.75	544	2.56
4.81	4.71	232	-273.35	-285674.75	544	2.56
4.80	4.37	325	-273.35	-247143.18	480	2.25
4.81	4.62	259	-273.35	-275252.15	528	2.48
4.81	4.62	259	-273.35	-275252.15	528	2.48
4.81	4.68	241	-273.35	-282247.34	535	2.52
4.81	4.68	240	-273.35	-282630.43	540	2.54
4.81	4.68	240	-273.35	-282630.43	540	2.54
4.81	4.69	237	-273.35	-283776.31	542	2.55
4.81	4.69	237	-273.35	-283776.31	542	2.55
4.81	4.69	238	-273.35	-283394.90	543	2.55
4.81	4.50	294	-273.35	-261089.18	501	2.36
4.81	4.50	294	-273.35	-261089.18	501	2.36
4.80	4.25	359	-273.35	-231810.43	457	2.14
4.80	4.25	359	-273.35	-231810.43	457	2.14
4.79	4.04	415	-273.35	-203626.81	421	1.97
4.79	3.66	523	-273.35	-142586.00	350	1.64
4.79	3.66	523	-273.35	-142586.00	350	1.64
4.79	3.26	637	-273.35	-62811.62	276	1.29
4.79	3.26	637	-273.35	-62811.62	276	1.29
4.79	2.88	747	31.00	35131.69	197	0.92
4.79	2.88	747	31.00	35131.69	128	0.60
4.79	2.88	747	31.00	35131.69	128	0.60
4.79	2.88	746	31.63	34123.44	31	0.15
4.79	2.88	746	31.63	34123.44	31	0.15
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
4.79	2.88	746	31.63	34123.44	0	0.00
